S.No.,Title,Company Name,Package,Job sector,Package Interval,CTC Currency,Years,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Education criteria
,Technical Sales support,AVL India Pvt. Ltd,450000,"ENGINEERING,OTHER",ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Customer Service Executive,IDFC First  Bank Ltd,450000,"ADMINISTRATION,OTHER",ANNUM,INR,2023,Online test (4),Technical interview (2),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Export marketing (Female),La-Med Healthcare Pvt.Ltd,500000,GENERAL_MANAGEMENT,ANNUM,INR,2023,Appeared for PI (0),HR interview (0),Technical interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
M.Sc.
	All students of M.Sc. are eligible
BBA
	All students of BBA are eligible
"
,Operations Associate,Indus Valley Partners,450000,FINANCE,ANNUM,INR,2023,Online test (2),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Intern Engineering,Publicis Sapient,30500,"ENGINEERING,OTHER",MONTH,INR,2023,Online test (0),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
MCA
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in DUAL
		65.0% marks in PG
		65.0% marks in UG
"
,Export marketing (Female),La-Med Healthcare Pvt.Ltd,420000,GENERAL_MANAGEMENT,ANNUM,INR,2023,Appeared for PI (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Physiotherapist,Rana Chengappa Health Ventures Pvt Ltd,360000,OTHER,ANNUM,INR,2023,Technical interview,HR interview,-,-,-,-,"MPT
	All students of MPT are eligible
BPT
	All students of BPT are eligible
"
,GET,Coforge,425000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appeared for Online test (98),Online test (69),Technical interview (26),HR interview (26),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Customer Service Associate (CSA),Karnataka Bank,540000,OTHER,ANNUM,INR,2023,Appeared in Online test (29),Online test (13),Technical interview (7),HR interview (7),-,-,"B.Sc (Hons)
	Applicants must have scored
		60.0% marks in UG
BBA
	Applicants must have scored
		60.0% marks in UG
M.Sc.
	Applicants must have scored
		60.0% marks in PG
MBA (Semester)
	Applicants must have scored
		60.0% marks in PG
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in PG
M.Com
	Applicants must have scored
		60.0% marks in PG
B.Sc
	Applicants must have scored
		60.0% marks in UG
"
,Frontend Developer & Backend Developer (Intern),Axeno Consulting Private Limited,550000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appeared for Online test (67),Online test (17),Technical GD (9),Technical interview (0),HR interview (0),-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		70.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		70.0% marks in PG
		60.0% marks in UG
"
,Productivity Engineer,Teknobuilt,500000,OTHER,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"M.Tech.
	All students of M.Tech. are eligible
"
,Trainee Engineer,Christian Pfeiffer India Pvt. Ltd,25000,ENGINEERING,MONTH,INR,2023,Online test (0),Technical interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Sales Executive,Fitelo,400000,"OTHER,SALES",ANNUM,INR,2023,Technical interview (0),-,-,-,-,-,"BBA
	All students of BBA are eligible
"
,Dietitian,Fitelo,300000,OTHER,ANNUM,INR,2023,Technical interview (5),-,-,-,-,-,"MPT
	All students of MPT are eligible
B.Sc
	All students of B.Sc are eligible
M.Sc.
	All students of M.Sc. are eligible
BPT
	All students of BPT are eligible
"
,Vehicle Finance Executive,Euler Motors Pvt. Ltd.,500000,OTHER,ANNUM,INR,2023,Technical interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Associate (Female),Nokia,600000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (6),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in UG
"
,Management Consultant,Kreative Kode,1935000,OTHER,ANNUM,INR,2023,Case study Received (12),Shortlisted by Case Study (0),HR interview (0),-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,1. Customer Experience 2. Human Resource,OneBanc,300000,"CUSTOMER_TECHNICAL_SUPPORT,HUMAN_RESOURCES",ANNUM,INR,2023,Online test,HR interview,-,-,-,-,"BBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Business Analyst,Kreative Kode,1435000,OTHER,ANNUM,INR,2023,Case study received (31),Shortlisted by Case Study (0),HR interview (0),-,-,-,"BA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
M.Com
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Trainee - Engineer SW/Engineer HW/Engineer QA,VVDN Technologies,400000,"ENGINEERING_CORE,OTHER",ANNUM,INR,2023,Online test (1),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,Management Trainee,ATS INFRASTRUCTURE LTD.,400000,OTHER,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Graduate Trainee Engineer (Civil),ATS INFRASTRUCTURE LTD.,300000,ENGINEERING,ANNUM,INR,2023,Technical interview (5),HR interview (5),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,1. Content Writer   2. Video Editor (Female),Ultimate Hope,240000,WRITING_EDITING,ANNUM,INR,2023,HR interview,-,-,-,-,-,"MA
	All students of MA are eligible
BA
	All students of BA are eligible
"
,Trainee,Futurewiz,350000,OTHER,ANNUM,INR,2023,HR interview (1),Technical interview (1),-,-,-,-,"BBA
	All students of BBA are eligible
"
,Graduate Trainee Engineer (ME),ATS INFRASTRUCTURE LTD.,360000,ENGINEERING,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Trainee AI,PROBUS INSURANCE BROKER PRIVATE LIMITED,300000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test,Technical interview,HR interview,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Interior Designer,Classic Furniture & Furnishing Pvt Ltd,216000,DESIGN_ART,ANNUM,INR,2023,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,1. Graphic design  2. Product design  3. UX | U,Social Code,350000,DESIGN_ART,ANNUM,INR,2023,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,Interior Designer,Space Ace,240000,DESIGN_ART,ANNUM,INR,2023,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,Network Engineer (Female),Capgemini,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,GET,KHD Humboldt Wedag India,450000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,Trainee,VVDN Technologies,320000,ENGINEERING,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),Resume shortlisting (0),-,-,"B.Tech
	All students of B.Tech are eligible
"
,Software Engineer || Capgemini Exceller 2023-24,Capgemini,400000,ENGINEERING,ANNUM,INR,2023,Resume shortlisting (3),Online test (3),Technical interview (3),-,-,-,"M.Sc.
	All students of M.Sc. are eligible
M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Associate (Female),Nokia,600000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (4),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in UG
"
,Contact Support Group (CSG) || Capgemini Exceller || Noida || 2024,Capgemini,325000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Software Engineer (Software Engineer) – Female,Capgemini,4250000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
M.Sc.
	All students of M.Sc. are eligible
MCA
	All students of MCA are eligible
"
,Network Engineer (for 2024 Batch),Capgemini,425000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Trainee,UNITED PRECISION ENGINEERING,22500,ENGINEERING,MONTH,INR,2023,Technical interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,1. Trainee Content Writer 2. Trainee PR,First Partners,300000,"ADVERTISING_MEDIA_PR,WRITING_EDITING",ANNUM,INR,2023,HR interview,-,-,-,-,-,"MA
	All students of MA are eligible
"
,GET/Business Development Execute,Victory EV International Ltd,500000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
B.Tech
	All students of B.Tech are eligible
BBA
	All students of BBA are eligible
"
,Zonal territory Trainee / Manager,Airtel Payment Bank,407000,"ADMINISTRATION,OTHER",ANNUM,INR,2023,Online test (0),Group discussion (0),Technical interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Functional - Trainee,Alletec,500000,DATA_ANALYTICS,ANNUM,INR,2023,Resume shortlisting (0),Online test (0),Managerial interview (0),HR interview (0),-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Software Engineer,NIIT Managed Training Services (NIIT MTS),350000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appeared in Online test (46),Online test (23),Technical interview (3),HR interview (1),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in PG
"
,GTE Sales,Siemens Healthineers,850000,SALES,ANNUM,INR,2023,Online Assessment,GD & Technical,HR Interview,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Business Analyst,Beyond Finance,780000,OTHER,ANNUM,INR,2023,Resume shortlisting (0),Group discussion (0),Technical interview 1 (0),Technical interview 2 (0),HR interview (0),-,"B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
B.Tech
	All students of B.Tech are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
MA
	All students of MA are eligible
MBA
	All students of MBA are eligible
BA
	All students of BA are eligible
BBA
	All students of BBA are eligible
"
,Intern/Trainee,Arness Law,45000,LEGAL,ANNUM,INR,2023,Group discussion,Technical interview,HR interview,-,-,-,"BA LLB
	All students of BA LLB are eligible
BBALLB
	All students of BBALLB are eligible
B.Com LL.B
	All students of B.Com LL.B are eligible
"
,QA Executive,Trekk Nutrition,300000,HEALTHCARE_SERVICES,ANNUM,INR,2023,Telephonic Interview (4),HR interview (4),-,-,-,-,"M.Sc.
	All students of M.Sc. are eligible
B.Tech
	All students of B.Tech are eligible
"
,GET Market Quality,Lava International Limited,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appeared for PI (2),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Marketing Management Trainee,Time Equipment Pvt Ltd.,300000,SALES,ANNUM,INR,2023,Group discussion (0),HR interview (0),-,-,-,-,"MBA
	All students of MBA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Dietitian/ Nutritionist,REBOOTGUT HEALTHCARE PVT. LTD.,300000,HEALTHCARE_SERVICES,ANNUM,INR,2023,Appeared for Telephonic Interview (5),HR interview (1),-,-,-,-,"M.Sc.
	All students of M.Sc. are eligible
"
,Technical Graduate Trainee,Big Oh Notation Pvt Ltd,450000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,-,-,-,-,-,-,NA
,Dietitian,VLCC Healthcare Limited,240000,HEALTHCARE_SERVICES,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"M.Sc.
	All students of M.Sc. are eligible
"
,Trainee,AIMA,420000,"EDUCATION_TEACHING_TRAINING,OTHER",ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"BBA
	All students of BBA are eligible
"
,GET,Mitsubishi Electric Automotive India Pvt. Ltd.,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,GET,S&B Engineers And Constructors LLP,500000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2023,Written test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,Executive – Sales & Marketing,Star Safety Hub,300000,SALES,ANNUM,INR,2023,Group discussion (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
BBA
	All students of BBA are eligible
"
,Financial Planning Analyst,Ameriprise Financials,599000,"ADMINISTRATION,OTHER",ANNUM,INR,2023,Online test (3),Technical interview (1),HR interview (1),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Senior Sales Officer Trainee,Berger Paints,794000,ADMINISTRATION,ANNUM,INR,2023,Online test (0),Group discussion (0),Technical interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Product Support,EasyEcom,300000,PRODUCT_MANAGEMENT,ANNUM,INR,2023,Telephonic Round (4),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,Management Trainee,EasyEcom,500000,SALES,ANNUM,INR,2023,HR interview,-,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
MBA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Intern,Shubhashray Housing India,25000,ENGINEERING_CIVIL_MECHANICAL_OTHER,MONTH,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
"
,HR Manager,VISTA RETAIL PRIVATE LIMITED,375000,HUMAN_RESOURCES,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,GET,S&B Engineers And Constructors LLP,500000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2023,Written test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,Trainee,AIMA,420000,"EDUCATION_TEACHING_TRAINING,OTHER",ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Production Executive/Associate,Trekk Nutrition,300000,HEALTHCARE_SERVICES,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Sc.
	All students of M.Sc. are eligible
M.Tech.
	All students of M.Tech. are eligible
"
,Nutrition Faculty,VLCC Healthcare Limited,276000,HEALTHCARE_SERVICES,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"M.Sc.
	All students of M.Sc. are eligible
"
,Management Trainee (Client Onboarding & Key Account Manager),EasyEcom,600000,OTHER,ANNUM,INR,2023,Online test (0),Group discussion (0),PPDT(Picture Perception & Description Test) (0),HR interview (0),-,-,"BBA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
MBA (Semester)
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
MBA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
